pdf,pagina_fisica,pagina_logica,seccion,numero_carta_token,clase_contenido,extracto_fuente_breve
Fantasy Tokens.pdf,23,23,Edición Beta,BETA-082,texto de cartas,"82. Rey de los Hombres. Edición Beta. Coste/Fuerza: 20. Tipo: Token de Criatura. Habilidades: todos los tokens de Hombre, Humano, Homínido o mortal obtienen +5 a su Fuerza, y no se giran al atacar. Siguen siendo cartas del mismo coste."
Fantasy Tokens.pdf,23,23,Edición Beta,BETA-083,texto de cartas,"83. Druida Ermitaño. Edición Beta. Coste/5. Tipo: Token de Criatura. Habilidades: girar el Druida Ermitaño, suma 5 a tu Reserva de pasos, descártate de una carta."
Fantasy Tokens.pdf,23,23,Edición Beta,BETA-084,texto de cartas,"84. Sacrificio Ritual. Edición Beta. Coste/Fuerza: 5. Tipo: Recurso Rápido. Efectos: cuando esta carta entre en juego, sacrifica la criatura objetivo bajo tu control. A continuación, busca en tu mazo cualquier carta o token legendario y bar"
Fantasy Tokens.pdf,23,23,Edición Beta,BETA-085,texto de cartas,"85. Amor Eterno. Edición Beta. Coste/Fuerza: 10. Tipo: Recurso Rápido. Efectos: cuando el Amor Eterno salga al tablero de juego, elige una criatura objetivo, y busca una carta de criatura de la Pila de Descartes, ponla en tu mano. Remueve e"
Fantasy Tokens.pdf,23,23,Edición Beta,BETA-086,texto de cartas,"86. Insomnio. Edición Beta. Coste/Fuerza: 5. Tipo: Recurso Rápido. Efectos: equipa el Insomnio a la criatura objetivo, gírala. Esta criatura no puede enderezarse mientras este anexada."
Fantasy Tokens.pdf,23,23,Edición Beta,BETA-087,texto de cartas,"87. Horizontes Infinitos. Edición Beta. Coste/Fuerza: 20. Tipo: Token Legendario. Efectos: cuenta hasta 20 cartas del mazo de recursos, mézclalas, cuenta hasta 15, pon el naipe final en juego. De esas 15, cuenta hasta 10, pon ese naipe en j"
Fantasy Tokens.pdf,23,23,Edición Beta,BETA-088,texto de cartas,"88. Lagrimas del Paraíso. Edición Beta. Coste/Fuerza: 20. Tipo: Token de Evento. Efectos: cuando esta carta entre en juego, endereza todas tus criaturas, gana 10 pasos y pierdes 10 Heridas. Descártate de tu mano y remueve esta carta a la Pi"
Fantasy Tokens.pdf,24,24,Edición Beta,BETA-089,texto de cartas,"89. Abnegación Final. Edición Beta. Coste/Fuerza: 20. Tipo: Token de Evento. Efectos: cuando este naipe salga a juego, todos los jugadores cuentan el número total de cartas en su Pila de Descartes. Todos ellos sufren un numero de Heridas ig"
Fantasy Tokens.pdf,24,24,Edición Beta,BETA-090,texto de cartas,"90. El Joker. Edición Beta. Coste/Fuerza: 0. Tipo: Token Legendario. Efectos: esta carta se transforma en cualquier permanente en juego hasta el final del turno, pudiéndose elegir nuevos objetivos en los siguientes. Descártate de una carta"
Fantasy Tokens.pdf,24,24,Edición Beta,BETA-091,texto de cartas,"91. Rey de los Elfos. Edición Beta. Coste/Fuerza: 20. Tipo: Token Legendario. Habilidades: el Rey de los Elfos entra en juego girado, es inmune a Eventos y Recursos Rápidos. Otorga +5 a su Fuerza a todos los Elfos. Siguen siendo tokens con"
Fantasy Tokens.pdf,24,24,Edición Beta,BETA-092,texto de cartas,"92. Gea, la Madre Tierra. Edición Beta. Coste/Fuerza: 25. Tipo: Token Divino. Efectos: Gea, la Madre Tierra, es Indestructible, inmune a Eventos o Recursos Rápidos y no se gira al atacar. Cada vez que se produzca una transmutación, Gea suma"
Fantasy Tokens.pdf,24,24,Edición Beta,BETA-093,texto de cartas,"93. Aberración Cósmica. Edición Beta. Coste/Fuerza: 25. Tipo: Token Legendario. Efectos: como coste adicional para jugar esta carta, puedes enviar tantas cartas a la Pila de Descartes como Heridas quieras infringirte, aumentando en +1 la Fu"
Fantasy Tokens.pdf,24,24,Edición Beta,BETA-094,texto de cartas,"94. El Inmortal Errante. Edición Beta. Coste/Fuerza: 5. Tipo: Token Legendario. Habilidades: puedes mandar 5 cartas a la Pila de Descartes en vez de pagar el coste del Inmortal para sacarlo a juego. Es Indestructible, y no se gira al atacar"
Fantasy Tokens.pdf,24,24,Edición Beta,BETA-095,texto de cartas,"95. Tablillas Cuneiformes. Edición Beta. Coste/Fuerza: 10. Tipo: Token de Evento. Efectos: cuando este token entre a juego, solo se recibe 1 paso en cada fase de activa, solo se pueden jugar Eventos una vez por turno y no se pueden jugar Re"
Fantasy Tokens.pdf,24,24,Edición Beta,BETA-096,texto de cartas,"96. Destrucción. Edición Beta. Coste/Fuerza: 5. Tipo: Recurso Rápido. Efectos: destruye el token objetivo, mándalo a la Pila de Descartes. Si es legendario, regrésalo a la mano de su propietario y pierde la mitad de tus Heridas."
Fantasy Tokens.pdf,24,24,Edición Beta,BETA-097,texto de cartas,"97. Caminante Para Dimensional. Edición Beta. Coste/Fuerza: 20. Tipo: Token de Criatura. Habilidades: el Caminante entra en juego girado, y no se endereza de forma normal. Pagar 10 pasos: enderézalo, roba 10 cartas de tu mazo de recursos y"
Fantasy Tokens.pdf,24,24,Edición Beta,BETA-098,texto de cartas,"98. Duendecillo Combo Finito. Edición Beta. Coste/Fuerza: 1. Tipo: Token Legendario. Habilidades: cuando el Duendecillo Combo Finito entre al tablero, mézclalo en tu mazo de recursos. Coge 5 cartas de tu baraja, enséñalas boca arriba. Sino"
Fantasy Tokens.pdf,25,25,Edición Beta,BETA-099,texto de cartas,"99. Pluma de Fénix. Edición Beta. Coste/Fuerza: 0. Tipo: Token Legendario. Efectos: mandar la Pluma de Fénix a la Pila: recupera todas tus Heridas, vacía tu Reserva de pasos."
Fantasy Tokens.pdf,25,25,Edición Beta,BETA-100,texto de cartas,"100. Palabras de Poder. Edición Beta. Coste/Fuerza: 5. Tipo: Recurso Rápido. Efectos: pon del revés la carta de criatura objetivo hasta el final del turno. La carta así volteada, no puede atacar, bloquear o usar habilidades. Remueve esta ca"
Fantasy Tokens.pdf,25,25,Edición Beta,BETA-101,texto de cartas,"101. El Escriba. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: pagar 5 pasos, mira las cinco primeras cartas de tu biblioteca, colócalas en cualquier orden."
Fantasy Tokens.pdf,25,25,Edición Beta,BETA-102,texto de cartas,"102. El Sacerdote. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: el Sacerdote entra en juego girado. Pagar 5 pasos: endereza el Sacerdote, manda el Artefacto, Evento o Equipo objetivo a la Pila de Descartes."
Fantasy Tokens.pdf,25,25,Edición Beta,BETA-103,texto de cartas,"103. El Funcionario. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: el Funcionario no puede atacar ni bloquear, ni puede ser transmutado. Enviar el Funcionario a la Pila de Descartes: el oponente objetivo no puede juga"
Fantasy Tokens.pdf,25,25,Edición Beta,BETA-104,texto de cartas,104. Impuesto del Orbe. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Evento. Efectos: todas las criaturas reducen su Fuerza hasta sus valores y costes normales. Envía esta carta a la Pila de Descartes.
Fantasy Tokens.pdf,25,25,Edición Beta,BETA-105,texto de cartas,"105. Pergamino de Crónicas. Edición Beta. Coste/Fuerza: 1. Tipo: Recurso Rápido. Efectos: el jugador objetivo roba una carta de su mazo de recursos, o descarta una carta de su mano. Envía el pergamino a la Pila de Descartes."
Fantasy Tokens.pdf,25,25,Edición Beta,BETA-106,texto de cartas,"106. Fragua Primitiva. Edición Beta. Coste/Fuerza: 10. Tipo: Token de Evento. Efectos: la Fragua entra en juego girada. Pagar 5 pasos: endereza la Fragua Primitiva, busca en tu mazo de recursos una carta de Artefacto o Equipo y ponla en tu"
Fantasy Tokens.pdf,25,25,Edición Beta,BETA-107,texto de cartas,"107. Punzón del Escriba. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Artefacto. Efectos: gira esta carta, designar un permanente: las habilidades de esa carta no pueden ser usadas hasta el final del turno."
Fantasy Tokens.pdf,25,25,Edición Beta,BETA-108,texto de cartas,"108. Mangosta. Edición Beta. Coste/Fuerza: 1. Tipo: Token de Criatura. Habilidades: Vuelo. Cuando la Mangosta salga a juego, busca en tu mazo otra carta de Mangosta, y ponla en tu mano, baraja."
Fantasy Tokens.pdf,25,25,Edición Beta,BETA-109,texto de cartas,"109. Espada de Bronce. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Equipo. Efectos: la criatura equipada suma +2 a su Fuerza, y no se gira al atacar. Si la Espada de Bronce fuese a la Pila de Descartes, en vez de eso, barájala en tu mazo"
Fantasy Tokens.pdf,25,25,Edición Beta,BETA-110,texto de cartas,"110. Transmutación. Edición Beta. Coste/Fuerza: 5. Tipo: Recurso Rápido. Efectos: elige un permanente de cualquier jugador en juego, transmútalo y extrae sus pasos para tu Reserva, envía la Transmutación a la Pila de Descartes."
Fantasy Tokens.pdf,25,25,Edición Beta,BETA-111,texto de cartas,"111. Cuentas Pendientes. Edición Beta. Coste/Fuerza: 3. Tipo: Token de Evento. Efectos: mira la mano del jugador objetivo. Elige de ahí un token, envíalo a la Pila de Descartes de su propietario. Remueve esta carta a la Pila de Descartes."
Fantasy Tokens.pdf,25,25,Edición Beta,BETA-112,texto de cartas,"112. Guerrero del Inframundo. Edición Beta. Coste/Fuerza: 10. Tipo: Token de Criatura. Habilidades: esta criatura no se exhausta, ni se gira al atacar. Pagar 5 pasos: Fantasy Tokens Sistema de Cartas Temáticas Página 26 disminuye en 5 la Fu"
Fantasy Tokens.pdf,26,26,Edición Beta,BETA-113,texto de cartas,"113. El Pastor. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: gira esta carta, paga 10 pasos: pon en juego una ficha de Oveja de Fuerza 5 en el tablero. No puede ser transmutada."
Fantasy Tokens.pdf,26,26,Edición Beta,BETA-114,texto de cartas,114. Pan del Camino. Edición Beta. Coste/Fuerza: 5. Tipo: Recurso Rápido. Efectos: la criatura o jugador objetivo gana o recupera 5 Heridas. Remueve esta carta a la Pila de Descartes.
Fantasy Tokens.pdf,26,26,Edición Beta,BETA-115,texto de cartas,"115. Escudo de Pieles. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Equipo. Efectos: la criatura equipada ignora las primeras 5 Heridas recibidas mediante el daño de combate, Eventos, Recursos Rápidos o similares."
Fantasy Tokens.pdf,26,26,Edición Beta,BETA-116,texto de cartas,"116. Lanza Jabalinas. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Equipo. Efectos: la criatura equipada obtiene la siguiente habilidad: gira esta carta, infringe 3 Heridas a la criatura o jugador objetivo."
Fantasy Tokens.pdf,26,26,Edición Beta,BETA-117,texto de cartas,"117. Goblin Perforador. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: Cavar. Cuando el Goblin Perforador haga daño de combate, mira las 3 primeras cartas de tu mazo de recursos."
Fantasy Tokens.pdf,26,26,Edición Beta,BETA-118,texto de cartas,118. Dia de Paga. Edición Beta. Coste/Fuerza: 3. Recurso Rápido. Efectos: añade 5 pasos a tu Reserva de pasos. Remueve esta carta a la Pila de Descartes.
Fantasy Tokens.pdf,26,26,Edición Beta,BETA-119,texto de cartas,"119. Pixy Danzante. Edición Beta. Coste/Fuerza: 1. Tipo: Token de Criatura. Habilidades: esta criatura es Indestructible, y entra en juego girada. Robar una carta de tu mazo de recursos: endereza la Pixy Danzante, roba otra carta o descarta"
Fantasy Tokens.pdf,26,26,Edición Beta,BETA-120,texto de cartas,"120. Flautista de los Bosques. Edición Beta. Coste/Fuerza: 5. Tipo: Token de criatura. Habilidades: girar esta carta, pagar X pasos: la criatura con Fuerza X no puede ser bloqueada hasta el final del turno."
Fantasy Tokens.pdf,26,26,Edición Beta,BETA-121,texto de cartas,121. Enderezar. Edición Beta. Coste/Fuerza: 10. Tipo: Token de Evento. Efectos: endereza todos los permanentes del tablero de juego. Remueve esta carta a la Pila de Descartes.
Fantasy Tokens.pdf,26,26,Edición Beta,BETA-122,texto de cartas,122. Girar. Edición Beta. Coste/Fuerza: 10. Tipo: Token de Evento. Efectos: gira todos los permanentes del juego. Remueve esta carta a la Pila de Descartes.
Fantasy Tokens.pdf,26,26,Edición Beta,BETA-123,texto de cartas,"123. Enano Gaitero. Edición Beta. Coste/Fuerza: 10. Tipo: Token de Criatura. Habilidades: pagar 5 pasos, todas tus criaturas obtienen +3 a su Fuerza, y no pueden ser giradas o exhaustadas."
Fantasy Tokens.pdf,26,26,Edición Beta,BETA-124,texto de cartas,"124. Enano Bailarín. Edición Beta. Coste/Fuerza: 10. Tipo: Token de Criatura. Habilidades: el Enano Bailarín no puede ser objetivo de Recursos Rápidos, Eventos o habilidades."
Fantasy Tokens.pdf,26,26,Edición Beta,BETA-125,texto de cartas,"125. Enano Hacha de Tormenta. Edición Beta. Coste/Fuerza: 10. Tipo: Token de Criatura. Habilidades: el Enano Hacha Tormenta es imbloqueable, y no se gira al atacar. Si este naipe es girado de alguna forma, envíalo a la Pila de Descartes."
Fantasy Tokens.pdf,26,26,Edición Beta,BETA-126,texto de cartas,"126. Enano Berseker. Edición Beta. Coste/Fuerza: 10. Tipo: Token de Criatura. Habilidades: siempre que el Enano Berseker vaya a la Pila de Descartes, en vez de eso, regrésalo al juego girado con 1 menos de Fuerza. Si llegara a Fuerza 0, mán"
Fantasy Tokens.pdf,27,27,Edición Beta,BETA-127,texto de cartas,"127. Enano Escudo Pétreo. Edición Beta. Coste/Fuerza: 10. Tipo: Token de Criatura. Habilidades: esta carta reduce en 3 todas las Heridas recibidas en la fase de combate, o por medio de Eventos o Recursos Rápidos."
Fantasy Tokens.pdf,27,27,Edición Beta,BETA-128,texto de cartas,"128. Rey de los Enanos. Edición Beta. Coste/Fuerza: 20. Tipo: Token Legendario. Habilidades: todos los Enanos, Bárbaros y Bersekeres obtienen +5 a su Fuerza. Siguen siendo criaturas con los mismos costes en pasos. El Rey de los Enanos es in"
Fantasy Tokens.pdf,27,27,Edición Beta,BETA-129,texto de cartas,"129. Elfo Oscuro. Edición Beta. Coste/Fuerza: 10. Tipo: Token de Criatura. Habilidades: el Elfo Oscuro no se gira al atacar. Siempre que una criatura que reciba daño letal de este token vaya a la Pila, no puede ser transmutada."
Fantasy Tokens.pdf,27,27,Edición Beta,BETA-130,texto de cartas,"130. Espada de Bronce Tenebroso. Edición Beta. Coste/Fuerza: 20. Tipo: Token Legendario. Efectos: anexar o equipar la Espada de Bronce Tenebroso cuesta 0 pasos. Cuando equipes a Bronce Tenebroso, destruye la criatura equipada, y pon un nume"
Fantasy Tokens.pdf,27,27,Edición Beta,BETA-131,texto de cartas,"131. Menhir Antiguo. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Artefacto. Efectos: girar el Menhir Antiguo, añade 5 pasos a tu Reserva, descarta una carta. Si no, puedes descartar ningún naipe, envía el Menhir a la Pila de Descartes."
Fantasy Tokens.pdf,27,27,Edición Beta,BETA-132,texto de cartas,"132. Tótem de los Antepasados. Edición Beta. Coste/Fuerza: 3. Tipo: Token de Artefacto. Habilidades: el Tótem de los Antepasados entra en juego girado. Pagar 1 paso: endereza el Tótem sobre la mesa, coge 10 cartas de tu mazo de recursos, po"
Fantasy Tokens.pdf,27,27,Edición Beta,BETA-133,texto de cartas,"133. Guardián del Fuego. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: cuando el Guardián del Fuego entre en juego, infringe 5 Heridas repartidas como quieras entre cualquier numero de criaturas y/o jugadores objetivo"
Fantasy Tokens.pdf,27,27,Edición Beta,BETA-134,texto de cartas,"134. Bufonadas. Edición Beta. Coste/Fuerza: 0. Tipo: Token Legendario. Efectos: cuando este token salga al tablero de juego, cambia cualquier numero de tokens o permanentes de tu mano por los de la mesa, y pon los de la mesa en tu mano. Env"
Fantasy Tokens.pdf,27,27,Edición Beta,BETA-135,texto de cartas,"135. Lluvia de Flechas. Edición Beta. Coste/Fuerza: 10. Tipo: Token de Evento. Efectos: las criaturas del jugador objetivo sufren 10 Heridas, divididas como quieras entre cada una de ellas. Remueve esta carta a la Pila de Descartes."
Fantasy Tokens.pdf,27,27,Edición Beta,BETA-136,texto de cartas,"136. Lince de los Bosques. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: pagar 5 pasos, esta criatura es inmune a Recursos Rápidos."
Fantasy Tokens.pdf,27,27,Edición Beta,BETA-137,texto de cartas,"137. Ratón Invernal. Edición Beta. Coste/Fuerza: 1. Tipo: Token de Criatura. Habilidades: Camuflaje (esta criatura no puede ser bloqueada, excepto por criaturas con la misma habilidad)."
Fantasy Tokens.pdf,27,27,Edición Beta,BETA-138,texto de cartas,"138. Lechuza Invernal. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: Vuelo. Gira esta carta, paga 5 pasos: la criatura objetivo pierde la habilidad de Vuelo, Camuflaje o Cavar hasta el final del turno."
Fantasy Tokens.pdf,27,27,Edición Beta,BETA-139,texto de cartas,139. Druida Estelar. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: el Druida Estelar no puede atacar ni bloquear. Pagar 5 pasos: sube el permanente objetivo a la mano de su propietario. Fantasy Tokens Sistema de Carta
Fantasy Tokens.pdf,28,28,Edición Beta,BETA-140,texto de cartas,140. Fósil Antiguo. Edición Beta. Coste/Fuerza: 10. Tipo: Token de Evento. Efectos: pagar 10 pasos: transforma este token en una criatura Reptil Antiguo de Fuerza 20 hasta el final del turno.
Fantasy Tokens.pdf,28,28,Edición Beta,BETA-141,texto de cartas,"141. Tablilla de Arcilla. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Evento. Efectos: la Tablilla de Arcilla entra en juego girada. Pagar 5 pasos: endereza la Tablilla, baraja tu mazo de recursos, roba 5 cartas y pierde 3 Heridas. Gira l"
Fantasy Tokens.pdf,28,28,Edición Beta,BETA-142,texto de cartas,142. Duende Lanza Descargas. Edición Beta. Coste/Fuerza: 3. Tipo: Token de Criatura. Habilidades: el Duende Lanza Descargas no se endereza de forma normal. Pagar 5 pasos: pon en juego una ficha de Descarga de Fuerza 1 por cada permanente en
Fantasy Tokens.pdf,28,28,Edición Beta,BETA-143,texto de cartas,"143. Centauro Batallador. Edición Beta. Coste/Fuerza: 20. Tipo: Token de Criatura. Habilidades: esta criatura no se gira al atacar, y reduce en 5 las Heridas recibidas por daño de combate, Eventos, Recursos o Habilidades."
Fantasy Tokens.pdf,28,28,Edición Beta,BETA-144,texto de cartas,"144. Zombi de la Ponzoña. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: el Zombi de la Ponzoña entra en juego girado. Siempre que bloquee o sea bloqueado, destruye la criatura a la que infrinja daño de combate."
Fantasy Tokens.pdf,28,28,Edición Beta,BETA-145,texto de cartas,"145. El Nigromante. Edición Beta. Coste/Fuerza: 10. Tipo: Token de Criatura. Habilidades: pagar 5 pasos: siempre que una criatura vaya a la Pila de Descartes, pon en juego una ficha de criatura Zombi de Fuerza 5 bajo tu control. Estas ficha"
Fantasy Tokens.pdf,28,28,Edición Beta,BETA-146,texto de cartas,"146. Ogro Primordial. Edición Beta. Coste/Fuerza: 50. Tipo: Token de Criatura. Habilidades: el Ogro Primordial entra en juego girado, y no puede ser enderezado de manera normal. Pagar 20 Heridas: endereza el Ogro Primordial hasta el final d"
Fantasy Tokens.pdf,28,28,Edición Beta,BETA-147,texto de cartas,"147. Hierba de la Esperanza. Edición Beta. Coste/Fuerza: 0. Tipo: Token Legendario. Efectos: todo el daño de combate es ignorado este turno, y pones tantos Recursos Rápidos en tu mano de tu baraja como pasos poseas en tu Reserva. Vacía tus"
Fantasy Tokens Edicion Mitica.pdf,4,3,Edición Mítica,MITICA-001,texto de cartas,"Creación (nº 001. Edición Mítica). Tipo: Recurso Rápido. Coste: 5. ""Cuando esta carta entre en el tablero, busca una carta de Evento, criatura o Equipo en tu mazo de Recursos. Remueve esta carta a la Pila de Descartes."""
Fantasy Tokens Edicion Mitica.pdf,4,3,Edición Mítica,MITICA-002,texto de cartas,"Destrucción (nº002. Edición Mítica). Tipo: Recurso Rápido. Coste: 5. ""Mira la mano del oponente y/o jugador objetivo, elige un Token de Recurso Rápido, Evento o Artefacto y haz que se descarte de ella. Remueve esta carta a la Pila de Descar"
Fantasy Tokens Edicion Mitica.pdf,4,3,Edición Mítica,MITICA-003,texto de cartas,"El Orbe Celeste. (nº003. Edición Mítica). Tipo: Recurso Rápido. Coste: 10. ""Cuando este naipe entre en juego, busca una carta de criatura de tu mazo, ya sea de tipo Ángel, Elfo o Pixie, ponlo en tu mano, reduce su coste de bajada en 5 Pasos"
Fantasy Tokens Edicion Mitica.pdf,4,3,Edición Mítica,MITICA-004,texto de cartas,"El Portal. (nº004. Edición Mítica). Tipo: Evento. Coste: 10. ""Elige una criatura del tablero, remuévela a la Pila de Descartes. Gana 5 Pasos, puede ser transmutada de forma normal. Remueve esta carta a la Pila de Descartes."""
Fantasy Tokens Edicion Mitica.pdf,4,3,Edición Mítica,MITICA-005,texto de cartas,"Pixie Cantante. (nº005. Edición Mítica). Tipo: Token de Criatura. Coste/Fuerza: 5. ""Cuando la Pixie Cantante entre en juego, gira la carta de criatura objetivo hasta el final del turno. Esta carta no puede ser transmutada, en vez de eso, gi"
Fantasy Tokens Edicion Mitica.pdf,4,3,Edición Mítica,MITICA-006,texto de cartas,"Pixie Bailarina. (nº006. Edición Mítica). Tipo: Token de Criatura. Coste/Fuerza: 5. ""Vuelo. La Pixie Bailarina entra en juego girada. Robar una carta: endereza la Pixie, roba una carta, gira la Pixie."""
Fantasy Tokens Edicion Mitica.pdf,4,3,Edición Mítica,MITICA-007,texto de cartas,"Pixie de la Luz. (nº007. Edición Mítica). Tipo: Token de Criatura. Coste/Fuerza: 5. ""Vuelo. La Pixie de la Luz es inmune a Recursos Rápidos."" Fantasy Tokens Edición Mítica Página 4"
Fantasy Tokens Edicion Mitica.pdf,5,4,Edición Mítica,MITICA-008,texto de cartas,"Pixie Melancólica. (nº008. Edición Mítica). Tipo: Token de Criatura. Coste/Fuerza: 5. ""Vuelo. Pagar 2 Heridas: roba una carta en tu Fase Activa. Pagar 5 Heridas: el jugador objetivo se descarta de una carta al azar."""
Fantasy Tokens Edicion Mitica.pdf,5,4,Edición Mítica,MITICA-009,texto de cartas,"Pixie Encantadora. (nº009. Edición Mítica). Tipo: Token de Criatura. Coste/Fuerza: 5. ""Si la Pixie Encantadora entra en juego, ponla aparte con el permanente del jugador objetivo. Este permanente no puede ser usado de ninguna manera hasta q"
Fantasy Tokens Edicion Mitica.pdf,5,4,Edición Mítica,MITICA-010,texto de cartas,"Pixie Abjuradora Aprendiz. (nº010. Edición Mítica). Tipo: Token de Criatura. Coste/Fuerza: 5. ""Girar la Pixie Abjuradora, subirla a tu mano, sube a la mano del jugador objetivo el permanente designado. Juega esta habilidad siempre como un E"
Fantasy Tokens Edicion Mitica.pdf,5,4,Edición Mítica,MITICA-011,texto de cartas,"Pixie Ladrona. (nº011. Edición Mítica). Tipo: Token de Criatura. Coste/Fuerza: 5. ""Cuando la Pixie Ladrona entre a juego, roba 5 Pasos de la Reserva del jugador objetivo. Sino, robas 5 Heridas."""
Fantasy Tokens Edicion Mitica.pdf,5,4,Edición Mítica,MITICA-012,texto de cartas,"Pixie Mentirosa. (nº012. Edición Mítica). Tipo: Token de Criatura. Coste/Fuerza: 5. ""Cuando esta carta entre al tablero de juego, nombra un tipo de criatura (Goblin, Enano, Demonio, Aberración, etc.). estas cartas no podrán jugarse hasta qu"
Fantasy Tokens Edicion Mitica.pdf,5,4,Edición Mítica,MITICA-013,texto de cartas,"Selena, el Hada de los Deseos. (nº013. Edición Mítica). Tipo: Token de Criatura. Coste/Fuerza: 10. ""Vuelo, inmunidad a Recursos Rápidos. Pagar 5 Pasos: la Pixie objetivo es inmune a Recursos Rápidos, Eventos o habilidades. Pagar 10: la Pixi"
Fantasy Tokens Edicion Mitica.pdf,5,4,Edición Mítica,MITICA-014,texto de cartas,"Alisa, el Hada del Sueño. (nº014. Edición Mítica). Tipo: Token de Criatura. Coste/Fuerza: 10. ""Vuelo, inmunidad a Eventos. Girar esta carta: gira una criatura objetivo por cada Paso en tu Reserva, pierdes este nº de Pasos a tu elección. Pue"
Fantasy Tokens Edicion Mitica.pdf,5,4,Edición Mítica,MITICA-015,texto de cartas,"Alondra, el Hada de los Juegos. (nº015. Edición Mítica). Tipo: Token de Criatura. Coste/Fuerza: 10. ""Vuelo, inmunidad a habilidades. Coge la baraja del jugador objetivo, manda la mitad de su mazo a la Pila de Descartes cuando Alondra entra"
Fantasy Tokens Edicion Mitica.pdf,5,4,Edición Mítica,MITICA-016,texto de cartas,"Melara, el Hada Naturista. (nº016. Edición Mítica). Tipo: Token de Criatura. Coste/Fuerza: 10. ""Vuelo. Cuando este naipe entre en juego, descarta todos los artefactos y Equipos de la mano del jugador objetivo. Si están en la mesa, remuévelo"
Fantasy Tokens Edicion Mitica.pdf,5,4,Edición Mítica,MITICA-017,texto de cartas,"La Reina de las Hadas, Elora. (nº017. Edición Mítica). Tipo: Token de Criatura. Coste/Fuerza: 15. ""La Reina de las Hadas es inmune a Eventos y Recursos Rápidos. +5 a la Fuerza de todas las Hadas, Pixies, Duendes o Elfos. Vuelo, no se gira a"
Fantasy Tokens Edicion Mitica.pdf,5,4,Edición Mítica,MITICA-018,texto de cartas,"Rayo de Maná. (nº018. Edición Mítica). Tipo: Recurso Rápido. Coste: 5. ""Infringe 5 Heridas a la criatura o jugador objetivo. Remueve esta carta a la Pila de Descartes. Pagar 5 Heridas: sube esta carta de la Pila a tu mano."""
Fantasy Tokens Edicion Mitica.pdf,5,4,Edición Mítica,MITICA-019,texto de cartas,"Chorro de Llamas. (nº019. Edición Mítica). Tipo: Recurso Rápido. Coste: 5. ""Infringe 10 Heridas repartidas como quieras entre cualquier nº de jugadores y/o criaturas. Pierdes 5 Heridas. Remueve esta carta a la Pila. Pagar 5 Heridas: sube es"
Fantasy Tokens Edicion Mitica.pdf,6,5,Edición Mítica,MITICA-020,texto de cartas,"Rayo de Zorchang. (nº020. Edición Mítica). Tipo: Recurso Rápido. Coste: 10. ""Infringe 5 Heridas a la criatura objetivo, reduce su Fuerza en 5. Remueve esta carta a la Pila de Descartes."""
Fantasy Tokens Edicion Mitica.pdf,6,5,Edición Mítica,MITICA-021,texto de cartas,"Escudo de Zorchang. (nº021. Edición Mítica). Tipo: Recurso Rápido. Coste: 10. ""Prevén los siguientes 10 puntos de Heridas que sufras de una fuente de daño letal ya sea de cualquier clase, incluyendo al jugador objetivo."""
Fantasy Tokens Edicion Mitica.pdf,6,5,Edición Mítica,MITICA-022,texto de cartas,"Último Aliento. (nº022. Edición Mítica). Tipo: Evento. Coste: 10. ""Si fueras a quedar a 0 Heridas en el próximo turno, en vez de eso, regresas a la partida con 10 Heridas totales, pero vacías a cambio tu Reserva de Pasos. Remueve esta carta"
Fantasy Tokens Edicion Mitica.pdf,6,5,Edición Mítica,MITICA-023,texto de cartas,"Elfo de los Bosques. (nº023. Edición Mítica). Tipo: Token de Criatura. Coste/Fuerza: 10. ""Cuando el Elfo de los Bosques entre en juego, busca una carta de Recurso Rápido de tu mazo de Recursos y ponla en tu mano, baraja tu mazo."""
Fantasy Tokens Edicion Mitica.pdf,6,5,Edición Mítica,MITICA-024,texto de cartas,"Elfo Explorador. (nº024. Edición Mítica). Tipo: Token de Criatura. Coste/Fuerza: 10. ""Cuando esta carta entre en juego, busca una carta de Elfo de tu mazo de Recursos, ponla en tu mano, baraja tu mazo."""
Fantasy Tokens Edicion Mitica.pdf,6,5,Edición Mítica,MITICA-025,texto de cartas,"Elfo Montaraz. (nº025. Edición Mítica). Tipo: Token de Criatura. Coste/Fuerza: 10. ""Cuando este naipe entre en juego, busca una carta de Evento y ponla en tu mano. Baraja tu mazo de Recursos."""
